instrument_name,note,frequencies
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 4978.03173955 5274.04091061
 4698.63628668 3322.43758064   97.998859   1864.65504607   92.49860568
  116.54094038 3520.        ]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393   97.998859   3322.43758064
 3520.           92.49860568   65.40639133  116.54094038  103.82617439
   69.29565774 6644.87516128]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 6644.87516128 4978.03173955
  116.54094038  110.         7040.           92.49860568   97.998859
 6271.92697571 5274.04091061]"
Accordion,G#5,"[1661.21879032 4978.03173955 1760.         1567.98174393 5274.04091061
 4698.63628668  116.54094038  110.         3322.43758064   97.998859
   92.49860568 6644.87516128]"
Accordion,G#5,"[4978.03173955 5274.04091061 1661.21879032 4698.63628668 6644.87516128
 1760.         1567.98174393 3322.43758064 7040.         6271.92697571
 7902.1328201  3520.        ]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 3322.43758064 4978.03173955
   97.998859   3520.         3135.96348785 5274.04091061   92.49860568
 4698.63628668  116.54094038]"
Accordion,G#5,"[ 110.          116.54094038  103.82617439   97.998859     92.49860568
 1661.21879032  123.47082531 4978.03173955   87.30705786 1760.
 1567.98174393 5274.04091061]"
Accordion,G#5,"[1661.21879032 1760.         1567.98174393 3322.43758064 4978.03173955
  116.54094038   97.998859    110.         3520.         5274.04091061
 3135.96348785   92.49860568]"
Accordion,G#6,"[3322.43758064 6644.87516128 3520.         3135.96348785 7040.
  116.54094038 6271.92697571  110.           97.998859     92.49860568
  103.82617439  123.47082531]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785 6644.87516128 7040.
 6271.92697571 3729.31009214   97.998859   2959.95538169  146.83238396
  116.54094038  138.59131549]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785  116.54094038  110.
   97.998859     92.49860568   87.30705786  103.82617439  123.47082531
 6644.87516128   82.40688923]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785 6644.87516128 7040.
 6271.92697571   97.998859    116.54094038   92.49860568 3729.31009214
  110.           65.40639133]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785  110.          116.54094038
   97.998859     92.49860568   87.30705786  103.82617439  123.47082531
  146.83238396   73.41619198]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785   92.49860568  110.
  116.54094038  146.83238396  138.59131549   97.998859    103.82617439
   87.30705786   73.41619198]"
Accordion,G#6,"[3322.43758064 3520.         3135.96348785  116.54094038  110.
   97.998859   6644.87516128   92.49860568  103.82617439  123.47082531
   65.40639133   87.30705786]"
Accordion,G#7,"[6644.87516128  116.54094038  110.         6271.92697571 7040.
   97.998859     92.49860568  103.82617439  123.47082531   87.30705786
  146.83238396  130.81278265]"
Accordion,G#7,"[6644.87516128 6271.92697571 7040.           97.998859     92.49860568
  110.          116.54094038   69.29565774  103.82617439  146.83238396
   87.30705786   73.41619198]"
Accordion,G#7,"[6644.87516128 6271.92697571 7040.          116.54094038  110.
   69.29565774   97.998859     92.49860568   65.40639133  103.82617439
   73.41619198   87.30705786]"
Accordion,G#7,"[6644.87516128 6271.92697571   97.998859   7040.           92.49860568
  116.54094038  110.          103.82617439  146.83238396  123.47082531
   73.41619198   69.29565774]"
Accordion,G1,"[  97.998859    103.82617439  195.99771799   92.49860568  783.99087196
 1479.97769085 1244.50793489 1396.91292573 1318.51022765  293.66476792
 1174.65907167  698.45646287]"
Accordion,G1,"[  97.998859    103.82617439   92.49860568  195.99771799  698.45646287
  783.99087196 1244.50793489  293.66476792 1318.51022765  659.25511383
  493.88330126  207.65234879]"
Accordion,G1,"[ 97.998859   103.82617439  92.49860568 195.99771799 698.45646287
 880.         207.65234879 783.99087196 659.25511383 184.99721136
 293.66476792 587.32953583]"
Accordion,G1,"[  97.998859    103.82617439   92.49860568  698.45646287  783.99087196
  195.99771799  659.25511383  293.66476792  587.32953583 1174.65907167
 1108.73052391 1396.91292573]"
Accordion,G2,"[ 195.99771799  587.32953583  391.99543598 1174.65907167 1396.91292573
  207.65234879 1760.         1318.51022765  184.99721136  554.36526195
  622.25396744  783.99087196]"
Accordion,G2,"[ 587.32953583  391.99543598  195.99771799 1174.65907167  622.25396744
  554.36526195 1396.91292573  415.30469758  369.99442271  207.65234879
 1567.98174393 1318.51022765]"
Accordion,G2,"[ 195.99771799  587.32953583  391.99543598  207.65234879  184.99721136
  622.25396744  554.36526195  415.30469758 1760.          369.99442271
 1174.65907167  783.99087196]"
Accordion,G2,"[ 195.99771799  587.32953583  391.99543598  207.65234879  184.99721136
 1174.65907167  783.99087196 1396.91292573  622.25396744  554.36526195
 1318.51022765 1760.        ]"
Accordion,G2,"[ 195.99771799  587.32953583  391.99543598  207.65234879  622.25396744
  184.99721136  554.36526195 1174.65907167  415.30469758  987.76660251
 1760.          783.99087196]"
Accordion,G2,"[ 195.99771799  587.32953583  391.99543598 1174.65907167  207.65234879
  783.99087196  622.25396744 1396.91292573  554.36526195  415.30469758
 1244.50793489  184.99721136]"
Accordion,G2,"[ 195.99771799  116.54094038  110.          207.65234879  587.32953583
  184.99721136  783.99087196 1174.65907167  622.25396744  830.60939516
 1244.50793489  554.36526195]"
Accordion,G2,"[ 195.99771799  207.65234879  587.32953583  184.99721136  783.99087196
 1174.65907167  622.25396744 1396.91292573  554.36526195  830.60939516
  391.99543598 1318.51022765]"
Accordion,G3,"[ 391.99543598  783.99087196 1174.65907167  415.30469758  369.99442271
  830.60939516  739.98884542 2793.82585146 1244.50793489 1108.73052391
 2637.0204553  2349.31814334]"
Accordion,G3,"[ 783.99087196 1174.65907167  830.60939516  739.98884542 1244.50793489
  391.99543598 1108.73052391 1975.53320502  415.30469758  369.99442271
 1864.65504607 1567.98174393]"
Accordion,G3,"[ 783.99087196 1174.65907167  830.60939516  739.98884542  391.99543598
 1244.50793489 1108.73052391  415.30469758  369.99442271 1975.53320502
 1567.98174393 4434.92209563]"
Accordion,G3,"[ 391.99543598 1174.65907167  783.99087196  415.30469758 1244.50793489
  369.99442271  830.60939516 1567.98174393 1108.73052391  739.98884542
 1975.53320502 1661.21879032]"
Accordion,G3,"[ 783.99087196  391.99543598 1174.65907167  830.60939516  739.98884542
 1975.53320502  415.30469758  369.99442271 1244.50793489 1108.73052391
 1864.65504607 1567.98174393]"
Accordion,G3,"[ 391.99543598  783.99087196  415.30469758  369.99442271  830.60939516
 1174.65907167  739.98884542 1567.98174393 1244.50793489 1975.53320502
 1108.73052391 1661.21879032]"
Accordion,G3,"[ 391.99543598  415.30469758  369.99442271 1174.65907167 2793.82585146
 1975.53320502 2637.0204553   783.99087196 1567.98174393 1244.50793489
 2349.31814334 1108.73052391]"
Accordion,G3,"[ 783.99087196 1174.65907167  391.99543598  830.60939516 1244.50793489
  739.98884542  415.30469758 1108.73052391  369.99442271 1567.98174393
 1661.21879032 4434.92209563]"
Accordion,G3,"[ 391.99543598 1174.65907167  415.30469758 1244.50793489  369.99442271
 1108.73052391  783.99087196 1567.98174393  830.60939516  739.98884542
   97.998859    116.54094038]"
Accordion,G3,"[ 391.99543598  415.30469758  369.99442271 1174.65907167 2349.31814334
   97.998859   1567.98174393 2793.82585146 1244.50793489 1975.53320502
 2489.01586978 2637.0204553 ]"
Accordion,G3,"[ 391.99543598 1174.65907167  415.30469758  369.99442271 1567.98174393
 1244.50793489 1108.73052391 1661.21879032  783.99087196 1479.97769085
  116.54094038  110.        ]"
Accordion,G4,"[ 783.99087196 2349.31814334  830.60939516  739.98884542 2489.01586978
 3951.06641005 2217.46104781 1567.98174393 3729.31009214 1661.21879032
 4186.00904481 5587.65170293]"
Accordion,G4,"[ 783.99087196  830.60939516 1567.98174393  739.98884542 1661.21879032
 2349.31814334 1479.97769085 2489.01586978 2217.46104781 4698.63628668
 5587.65170293 3951.06641005]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 1567.98174393 2349.31814334
 1661.21879032 1479.97769085 2489.01586978 3951.06641005 2217.46104781
 3135.96348785 4698.63628668]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 2349.31814334 1567.98174393
 2489.01586978  116.54094038  110.         1661.21879032 2217.46104781
 1479.97769085   97.998859  ]"
Accordion,G4,"[ 783.99087196 2349.31814334  830.60939516  739.98884542 2489.01586978
 2217.46104781 1567.98174393 3951.06641005 1661.21879032 3135.96348785
 1479.97769085 5587.65170293]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 1567.98174393 1661.21879032
 1479.97769085 2349.31814334 3135.96348785  880.         5587.65170293
 3951.06641005  698.45646287]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 2349.31814334 2489.01586978
 3951.06641005 2217.46104781 3135.96348785 3729.31009214 1567.98174393
 4186.00904481 5587.65170293]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 1567.98174393 3951.06641005
 1661.21879032 1479.97769085 2349.31814334 3729.31009214 3135.96348785
  880.         4186.00904481]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542   97.998859     92.49860568
 1567.98174393  880.          116.54094038  110.         2349.31814334
  103.82617439  698.45646287]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 2349.31814334 2489.01586978
 2217.46104781   97.998859   3135.96348785 3951.06641005  880.
  116.54094038   92.49860568]"
Accordion,G4,"[ 783.99087196  830.60939516  739.98884542 1567.98174393 1661.21879032
   97.998859    880.         1479.97769085 2349.31814334  698.45646287
  116.54094038   92.49860568]"
Accordion,G5,"[1567.98174393 4698.63628668 1661.21879032 1479.97769085 4978.03173955
 4434.92209563 3135.96348785 7902.1328201  6271.92697571 3322.43758064
 7458.62018429 1760.        ]"
Accordion,G5,"[1567.98174393 4698.63628668 1661.21879032 4978.03173955 1479.97769085
 4434.92209563 3135.96348785 6271.92697571 3322.43758064 6644.87516128
 7902.1328201  2959.95538169]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668 4978.03173955
 4434.92209563 3135.96348785 1760.         7902.1328201  1396.91292573
 6271.92697571 3322.43758064]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668 4978.03173955
 4434.92209563 1760.          116.54094038 1396.91292573   97.998859
  110.         6271.92697571]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668 4978.03173955
 4434.92209563   97.998859    116.54094038  110.           92.49860568
  103.82617439 1760.        ]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085   87.30705786   92.49860568
  116.54094038 1760.          110.           97.998859     82.40688923
 3135.96348785 4698.63628668]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668  116.54094038
  110.         4978.03173955 4434.92209563   97.998859     92.49860568
  103.82617439   87.30705786]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668 4978.03173955
 6271.92697571 7902.1328201  4434.92209563 6644.87516128 7458.62018429
 5919.91076339 3135.96348785]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085   97.998859    116.54094038
  110.           92.49860568  103.82617439  123.47082531 4698.63628668
 1760.         1396.91292573]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085   97.998859   3135.96348785
   92.49860568  116.54094038  103.82617439  110.         3322.43758064
   65.40639133   69.29565774]"
Accordion,G5,"[1567.98174393 1661.21879032 1479.97769085 4698.63628668 4978.03173955
 4434.92209563 1760.          116.54094038   97.998859    110.
 1396.91292573   92.49860568]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169 6271.92697571 6644.87516128
 5919.91076339  116.54094038  110.           97.998859     92.49860568
 3520.          123.47082531]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169  116.54094038  110.
  123.47082531   97.998859     92.49860568  103.82617439  146.83238396
 6271.92697571   87.30705786]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169 6271.92697571   97.998859
   92.49860568  116.54094038 6644.87516128 5919.91076339  110.
  103.82617439  123.47082531]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169   97.998859   6271.92697571
  116.54094038   92.49860568  110.          103.82617439 6644.87516128
   87.30705786  123.47082531]"
Accordion,G6,"[3135.96348785 3322.43758064  116.54094038  110.         2959.95538169
   97.998859    103.82617439   92.49860568   82.40688923   87.30705786
  123.47082531  146.83238396]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169 6271.92697571 6644.87516128
 5919.91076339  110.          116.54094038   97.998859     92.49860568
 3520.          103.82617439]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169 6271.92697571   92.49860568
  116.54094038  110.           97.998859   6644.87516128   87.30705786
 5919.91076339   82.40688923]"
Accordion,G6,"[3135.96348785 3322.43758064  116.54094038 2959.95538169   97.998859
  110.           92.49860568 6271.92697571   87.30705786   69.29565774
  123.47082531  103.82617439]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169   97.998859    116.54094038
  110.           92.49860568  103.82617439   87.30705786  123.47082531
   73.41619198   77.78174593]"
Accordion,G6,"[3135.96348785 3322.43758064 2959.95538169  110.          116.54094038
   92.49860568   97.998859    103.82617439   87.30705786   69.29565774
   73.41619198  123.47082531]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339 7040.          116.54094038
 5587.65170293   97.998859    110.          123.47082531  103.82617439
 7458.62018429   92.49860568]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339   97.998859     92.49860568
  116.54094038  110.          103.82617439   87.30705786   73.41619198
   69.29565774   82.40688923]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339   97.998859     92.49860568
 7040.          116.54094038   87.30705786  103.82617439  110.
 5587.65170293   65.40639133]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339   97.998859     92.49860568
  116.54094038  110.          103.82617439  123.47082531   87.30705786
  146.83238396   65.40639133]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339  116.54094038  110.
   97.998859     65.40639133   69.29565774   92.49860568  103.82617439
  123.47082531  146.83238396]"
Accordion,G7,"[6271.92697571 6644.87516128 5919.91076339  116.54094038  110.
   65.40639133   69.29565774  123.47082531   97.998859     92.49860568
  103.82617439   73.41619198]"
Accordion,G7,"[6271.92697571   97.998859   6644.87516128 5919.91076339  110.
   92.49860568  116.54094038  103.82617439   87.30705786   69.29565774
   73.41619198  123.47082531]"
Violin,A#3,"[ 932.32752304  987.76660251  880.         1864.65504607  466.16376152
 1396.91292573 1975.53320502 1760.          493.88330126  440.
 1479.97769085 1318.51022765]"
Violin,A#3,"[ 932.32752304  880.          987.76660251 1864.65504607  466.16376152
 1396.91292573 1760.          440.         1975.53320502  493.88330126
 1318.51022765 1479.97769085]"
Violin,A#3,"[ 932.32752304  880.          987.76660251 1864.65504607  466.16376152
 1396.91292573 1760.          440.         1975.53320502  493.88330126
 1318.51022765 1479.97769085]"
Violin,A#4,"[ 932.32752304 1864.65504607  987.76660251  880.         3729.31009214
 4698.63628668 1975.53320502 1760.         4434.92209563 7458.62018429
 3951.06641005 3520.        ]"
Violin,A#4,"[ 932.32752304 1864.65504607  987.76660251  880.         1975.53320502
 1760.         3729.31009214 4698.63628668 7458.62018429 3951.06641005
 3520.         7902.1328201 ]"
Violin,A#4,"[ 932.32752304  880.          987.76660251 1864.65504607 1760.
 1975.53320502 4698.63628668 4434.92209563 7458.62018429 4978.03173955
 3729.31009214 7902.1328201 ]"
Violin,A#4,"[ 932.32752304 1864.65504607  987.76660251  880.         1975.53320502
 4698.63628668 1760.         3729.31009214 4434.92209563 7458.62018429
 3951.06641005 4978.03173955]"
Violin,A#4,"[ 932.32752304 1864.65504607  987.76660251  880.         1975.53320502
 1760.         3729.31009214 4698.63628668 3951.06641005 3520.
 4434.92209563 7458.62018429]"
Violin,A#4,"[ 932.32752304  987.76660251  880.         1864.65504607 1975.53320502
 1760.         4698.63628668 4434.92209563 3729.31009214 4978.03173955
 7458.62018429 3951.06641005]"
